"","V1","V2"
"16020","ENSG00000187800.9","PEAR1"
"16021","ENSG00000187801.10","ZFP69B"
"16022","ENSG00000187806.3","TMEM202"
"16023","ENSG00000187808.3","SOWAHD"
"16024","ENSG00000187811.3","AP000867.1"
"16025","ENSG00000187815.5","ZFP69"
"16026","ENSG00000187821.4","HELT"
"16027","ENSG00000187823.2","ZCCHC16"
"16028","ENSG00000187824.4","TMEM220"
"16029","ENSG00000187833.7","C2orf78"
"16030","ENSG00000187837.2","HIST1H1C"
"16031","ENSG00000187838.12","TMEM256-PLSCR3"
"16032","ENSG00000187840.4","EIF4EBP1"
"16033","ENSG00000187848.8","P2RX2"
"16034","ENSG00000187855.5","ASCL4"
"16035","ENSG00000187857.3","OR6C75"
"16036","ENSG00000187860.6","CCDC157"
"16037","ENSG00000187862.7","TTC24"
"16038","ENSG00000187866.6","FAM122A"
"16039","ENSG00000187867.4","PALM3"
"16040","ENSG00000187871.2","GFRAL"
"16041","ENSG00000187889.8","C1orf168"
"16042","ENSG00000187902.7","SHISA7"
"16043","ENSG00000187905.6","AC002472.13"
"16044","ENSG00000187908.11","DMBT1"
"16045","ENSG00000187912.7","CLEC17A"
"16046","ENSG00000187918.3","OR51I2"
"16047","ENSG00000187922.9","LCN10"
"16048","ENSG00000187942.7","LDLRAD2"
"16049","ENSG00000187944.2","C2orf66"
"16050","ENSG00000187950.4","OVCH1"
"16051","ENSG00000187951.6","ARHGAP11B"
"16052","ENSG00000187954.8","CYHR1"
"16053","ENSG00000187955.7","COL14A1"
"16054","ENSG00000187957.7","DNER"
"16055","ENSG00000187959.5","CPSF4L"
"16056","ENSG00000187961.9","KLHL17"
"16057","ENSG00000187969.4","ZCCHC13"
"16058","ENSG00000187980.6","PLA2G2C"
"16059","ENSG00000187987.5","ZSCAN23"
"16060","ENSG00000187990.4","HIST1H2BG"
"16061","ENSG00000187994.9","RINL"
"16062","ENSG00000187997.7","C17orf99"
"16063","ENSG00000188000.2","OR7D2"
"16064","ENSG00000188001.5","TPRG1"
"16065","ENSG00000188004.5","C1orf204"
"16066","ENSG00000188010.8","MORN2"
"16067","ENSG00000188011.5","CXXC11"
"16068","ENSG00000188015.5","S100A3"
"16069","ENSG00000188021.7","UBQLN2"
"16070","ENSG00000188026.7","RILPL1"
"16071","ENSG00000188032.5","C19orf67"
"16072","ENSG00000188033.5","ZNF490"
"16073","ENSG00000188037.6","CLCN1"
"16074","ENSG00000188038.3","NRN1L"
"16075","ENSG00000188039.9","NWD1"
"16076","ENSG00000188042.5","ARL4C"
"16077","ENSG00000188050.2","RNF133"
"16078","ENSG00000188051.6","TMEM221"
"16079","ENSG00000188056.7","TREML4"
"16080","ENSG00000188060.6","RAB42"
"16081","ENSG00000188064.5","WNT7B"
"16082","ENSG00000188069.3","OR51F1"
"16083","ENSG00000188076.2","SCGB1C1"
"16084","ENSG00000188086.8","PRSS45"
"16085","ENSG00000188089.9","PLA2G4E"
"16086","ENSG00000188092.10","GPR89B"
"16087","ENSG00000188095.3","MESP2"
"16088","ENSG00000188100.8","FAM25A"
"16089","ENSG00000188107.9","EYS"
"16090","ENSG00000188112.4","C6orf132"
"16091","ENSG00000188120.10","DAZ1"
"16092","ENSG00000188124.2","OR2AG2"
"16093","ENSG00000188130.9","MAPK12"
"16094","ENSG00000188133.5","TMEM215"
"16095","ENSG00000188152.8","NUTM2G"
"16096","ENSG00000188153.8","COL4A5"
"16097","ENSG00000188155.8","KRTAP10-6"
"16098","ENSG00000188157.9","AGRN"
"16099","ENSG00000188158.10","NHS"
"16100","ENSG00000188162.6","OTOG"
"16101","ENSG00000188163.6","FAM166A"
"16102","ENSG00000188167.4","TMPPE"
"16103","ENSG00000188171.10","ZNF626"
"16104","ENSG00000188175.5","HEPACAM2"
"16105","ENSG00000188176.7","SMTNL2"
"16106","ENSG00000188177.9","ZC3H6"
"16107","ENSG00000188186.6","LAMTOR4"
"16108","ENSG00000188191.10","PRKAR1B"
"16109","ENSG00000188199.6","NUTM2B"
"16110","ENSG00000188211.4","NCR3LG1"
"16111","ENSG00000188215.5","DCUN1D3"
"16112","ENSG00000188219.10","POTEE"
"16113","ENSG00000188227.8","ZNF793"
"16114","ENSG00000188229.5","TUBB4B"
"16115","ENSG00000188234.9","AGAP4"
"16116","ENSG00000188242.4","CTD-2228K2.5"
"16117","ENSG00000188243.8","COMMD6"
"16118","ENSG00000188257.6","PLA2G2A"
"16119","ENSG00000188263.6","IL17REL"
"16120","ENSG00000188266.9","HYKK"
"16121","ENSG00000188269.4","OR7A5"
"16122","ENSG00000188277.8","C15orf62"
"16123","ENSG00000188279.7","FAM25C"
"16124","ENSG00000188280.7","FAM230A"
"16125","ENSG00000188282.8","RUFY4"
"16126","ENSG00000188283.7","ZNF383"
"16127","ENSG00000188290.6","HES4"
"16128","ENSG00000188293.5","IGFL1"
"16129","ENSG00000188295.10","ZNF669"
"16130","ENSG00000188305.4","C19orf35"
"16131","ENSG00000188306.6","LRRIQ4"
"16132","ENSG00000188312.9","CENPP"
"16133","ENSG00000188313.8","PLSCR1"
"16134","ENSG00000188315.3","C3orf62"
"16135","ENSG00000188316.9","ENO4"
"16136","ENSG00000188321.9","ZNF559"
"16137","ENSG00000188322.4","SBK1"
"16138","ENSG00000188324.3","OR6C6"
"16139","ENSG00000188334.3","BSPH1"
"16140","ENSG00000188340.1","OR6N2"
"16141","ENSG00000188342.7","GTF2F2"
"16142","ENSG00000188343.8","FAM92A1"
"16143","ENSG00000188352.8","FOCAD"
"16144","ENSG00000188368.5","PRR19"
"16145","ENSG00000188372.10","ZP3"
"16146","ENSG00000188373.4","C10orf99"
"16147","ENSG00000188375.3","H3F3C"
"16148","ENSG00000188379.5","IFNA2"
"16149","ENSG00000188385.7","JAKMIP3"
"16150","ENSG00000188386.5","PPP3R2"
"16151","ENSG00000188389.6","PDCD1"
"16152","ENSG00000188393.4","CLEC2A"
"16153","ENSG00000188394.6","GPR21"
"16154","ENSG00000188396.2","TCTEX1D4"
"16155","ENSG00000188404.4","SELL"
"16156","ENSG00000188408.4","MAGEB5"
"16157","ENSG00000188419.9","CHM"
"16158","ENSG00000188425.2","NANOS2"
"16159","ENSG00000188428.12","BLOC1S5"
"16160","ENSG00000188452.9","CERKL"
"16161","ENSG00000188467.6","SLC24A5"
"16162","ENSG00000188483.6","IER5L"
"16163","ENSG00000188486.3","H2AFX"
"16164","ENSG00000188487.7","INSC"
"16165","ENSG00000188488.9","SERPINA5"
"16166","ENSG00000188493.10","C19orf54"
"16167","ENSG00000188501.7","LCTL"
"16168","ENSG00000188505.4","NCCRP1"
"16169","ENSG00000188508.6","KRTDAP"
"16170","ENSG00000188511.8","C22orf34"
"16171","ENSG00000188517.10","COL25A1"
"16172","ENSG00000188522.10","FAM83G"
"16173","ENSG00000188523.4","C9orf171"
"16174","ENSG00000188529.10","SRSF10"
"16175","ENSG00000188536.8","HBA2"
"16176","ENSG00000188542.5","DUSP28"
"16177","ENSG00000188549.8","C15orf52"
"16178","ENSG00000188554.9","NBR1"
"16179","ENSG00000188558.4","OR2G6"
"16180","ENSG00000188559.9","RALGAPA2"
"16181","ENSG00000188566.7","NDOR1"
"16182","ENSG00000188573.7","FBLL1"
"16183","ENSG00000188580.9","NKAIN2"
"16184","ENSG00000188581.8","KRTAP1-1"
"16185","ENSG00000188582.4","PAQR9"
"16186","ENSG00000188596.5","C12orf55"
"16187","ENSG00000188603.12","CLN3"
"16188","ENSG00000188610.8","FAM72B"
"16189","ENSG00000188611.10","ASAH2"
"16190","ENSG00000188612.7","SUMO2"
"16191","ENSG00000188613.5","NANOS1"
"16192","ENSG00000188620.9","HMX3"
"16193","ENSG00000188624.2","IGFL3"
"16194","ENSG00000188626.5","GOLGA8M"
"16195","ENSG00000188629.7","ZNF177"
"16196","ENSG00000188636.3","LDOC1L"
"16197","ENSG00000188641.8","DPYD"
"16198","ENSG00000188643.6","S100A16"
"16199","ENSG00000188647.8","PTAR1"
"16200","ENSG00000188649.7","CC2D2B"
"16201","ENSG00000188655.6","RNASE9"
"16202","ENSG00000188659.5","FAM154B"
"16203","ENSG00000188672.12","RHCE"
"16204","ENSG00000188674.6","C2orf80"
"16205","ENSG00000188676.9","IDO2"
"16206","ENSG00000188677.10","PARVB"
"16207","ENSG00000188686.2","SCXA"
"16208","ENSG00000188687.11","SLC4A5"
"16209","ENSG00000188690.8","UROS"
"16210","ENSG00000188694.4","KRTAP24-1"
"16211","ENSG00000188706.8","ZDHHC9"
"16212","ENSG00000188707.4","ZBED6CL"
"16213","ENSG00000188710.1","QRFP"
"16214","ENSG00000188716.5","DUPD1"
"16215","ENSG00000188725.3","SMIM15"
"16216","ENSG00000188729.2","OSTN"
"16217","ENSG00000188730.4","VWC2"
"16218","ENSG00000188732.6","FAM221A"
"16219","ENSG00000188735.8","TMEM120B"
"16220","ENSG00000188738.9","FSIP2"
"16221","ENSG00000188739.10","RBM34"
"16222","ENSG00000188747.4","NOXA1"
"16223","ENSG00000188760.6","TMEM198"
"16224","ENSG00000188761.7","BCL2L15"
"16225","ENSG00000188763.3","FZD9"
"16226","ENSG00000188766.8","SPRED3"
"16227","ENSG00000188770.5","OPTC"
"16228","ENSG00000188771.3","C11orf34"
"16229","ENSG00000188778.3","ADRB3"
"16230","ENSG00000188779.6","SKOR1"
"16231","ENSG00000188782.3","CATSPER4"
"16232","ENSG00000188783.5","PRELP"
"16233","ENSG00000188784.4","PLA2G2E"
"16234","ENSG00000188785.7","ZNF548"
"16235","ENSG00000188786.9","MTF1"
"16236","ENSG00000188800.5","TMCO2"
"16237","ENSG00000188803.10","SHISA6"
"16238","ENSG00000188807.8","TMEM201"
"16239","ENSG00000188811.8","NHLRC3"
"16240","ENSG00000188816.3","HMX2"
"16241","ENSG00000188817.3","SNTN"
"16242","ENSG00000188818.8","ZDHHC11"
"16243","ENSG00000188820.8","FAM26F"
"16244","ENSG00000188822.6","CNR2"
"16245","ENSG00000188827.6","SLX4"
"16246","ENSG00000188828.7","GLRA4"
"16247","ENSG00000188833.5","ENTPD8"
"16248","ENSG00000188846.9","RPL14"
"16249","ENSG00000188848.11","BEND4"
"16250","ENSG00000188859.5","FAM78B"
"16251","ENSG00000188868.9","ZNF563"
"16252","ENSG00000188869.8","TMC3"
"16253","ENSG00000188878.12","FBF1"
"16254","ENSG00000188883.4","KLRG2"
"16255","ENSG00000188886.3","ASTL"
"16256","ENSG00000188888.7","GPR179"
"16257","ENSG00000188895.7","MSL1"
"16258","ENSG00000188897.4","CTD-3088G3.8"
"16259","ENSG00000188906.9","LRRK2"
"16260","ENSG00000188909.4","BSX"
"16261","ENSG00000188910.7","GJB3"
"16262","ENSG00000188916.4","FAM196A"
"16263","ENSG00000188917.10","TRMT2B"
"16264","ENSG00000188921.12","PTPLAD2"
"16265","ENSG00000188931.3","C1orf192"
"16266","ENSG00000188937.5","NYX"
"16267","ENSG00000188938.11","FAM120AOS"
"16268","ENSG00000188958.5","UTS2B"
"16269","ENSG00000188959.9","C9orf152"
"16270","ENSG00000188976.6","NOC2L"
"16271","ENSG00000188981.6","MSANTD1"
"16272","ENSG00000188984.7","AADACL3"
"16273","ENSG00000188986.4","NELFB"
"16274","ENSG00000188987.2","HIST1H4D"
"16275","ENSG00000188991.3","SLC15A5"
"16276","ENSG00000188992.7","LIPI"
"16277","ENSG00000188993.3","LRRC66"
"16278","ENSG00000188994.8","ZNF292"
"16279","ENSG00000188996.4","HUS1B"
"16280","ENSG00000188997.3","KCTD21"
"16281","ENSG00000189001.6","SBSN"
"16282","ENSG00000189007.11","ADAT2"
"16283","ENSG00000189013.10","KIR2DL4"
"16284","ENSG00000189023.6","MAGEB16"
"16285","ENSG00000189030.8","VHLL"
"16286","ENSG00000189037.6","DUSP21"
"16287","ENSG00000189042.9","ZNF567"
"16288","ENSG00000189043.5","NDUFA4"
"16289","ENSG00000189045.9","ANKDD1B"
"16290","ENSG00000189046.6","ALKBH2"
"16291","ENSG00000189050.10","RNFT1"
"16292","ENSG00000189051.5","RNF222"
"16293","ENSG00000189052.6","CGB5"
"16294","ENSG00000189056.9","RELN"
"16295","ENSG00000189057.6","FAM111B"
"16296","ENSG00000189058.4","APOD"
"16297","ENSG00000189060.4","H1F0"
"16298","ENSG00000189064.8","GAGE2A"
"16299","ENSG00000189067.8","LITAF"
"16300","ENSG00000189068.5","VSTM1"
"16301","ENSG00000189079.11","ARID2"
"16302","ENSG00000189090.7","FAM25B"
"16303","ENSG00000189091.8","SF3B3"
"16304","ENSG00000189099.7","PRSS48"
"16305","ENSG00000189108.8","IL1RAPL2"
"16306","ENSG00000189114.6","BLOC1S3"
"16307","ENSG00000189120.3","SP6"
"16308","ENSG00000189127.3","ANKRD34B"
"16309","ENSG00000189129.9","PLAC9"
"16310","ENSG00000189132.5","FAM47B"
"16311","ENSG00000189134.3","NKAPL"
"16312","ENSG00000189139.5","FSCB"
"16313","ENSG00000189143.8","CLDN4"
"16314","ENSG00000189144.9","ZNF573"
"16315","ENSG00000189152.6","GRAPL"
"16316","ENSG00000189157.9","FAM47E"
"16317","ENSG00000189159.11","HN1"
"16318","ENSG00000189164.10","ZNF527"
"16319","ENSG00000189167.7","ZAR1L"
"16320","ENSG00000189169.6","KRTAP10-12"
"16321","ENSG00000189171.9","S100A13"
"16322","ENSG00000189180.11","ZNF33A"
"16323","ENSG00000189181.3","OR14I1"
"16324","ENSG00000189182.5","KRT77"
"16325","ENSG00000189184.7","PCDH18"
"16326","ENSG00000189186.6","DCAF8L2"
"16327","ENSG00000189190.7","ZNF600"
"16328","ENSG00000189195.5","BTBD8"
"16329","ENSG00000189221.5","MAOA"
"16330","ENSG00000189227.4","C15orf61"
"16331","ENSG00000189233.7","NUGGC"
"16332","ENSG00000189241.6","TSPYL1"
"16333","ENSG00000189252.4","SPANXN3"
"16334","ENSG00000189253.7","TRIM64B"
"16335","ENSG00000189266.7","PNRC2"
"16336","ENSG00000189269.8","C22orf43"
"16337","ENSG00000189275.3","AL450307.1"
"16338","ENSG00000189280.3","GJB5"
"16339","ENSG00000189283.5","FHIT"
"16340","ENSG00000189292.11","FAM150B"
"16341","ENSG00000189298.9","ZKSCAN3"
"16342","ENSG00000189299.5","FOXR2"
"16343","ENSG00000189306.6","RRP7A"
"16344","ENSG00000189308.6","LIN54"
"16345","ENSG00000189319.9","FAM53B"
"16346","ENSG00000189320.4","FAM180A"
"16347","ENSG00000189325.6","C6orf222"
"16348","ENSG00000189326.4","SPANXN4"
"16349","ENSG00000189332.4","RP11-113D6.10"
"16350","ENSG00000189334.4","S100A14"
"16351","ENSG00000189337.11","KAZN"
"16352","ENSG00000189339.7","SLC35E2B"
"16353","ENSG00000189350.8","FAM179A"
"16354","ENSG00000189362.7","TMEM194B"
"16355","ENSG00000189366.5","ALG1L"
"16356","ENSG00000189367.10","KIAA0408"
"16357","ENSG00000189369.7","GSPT2"
"16358","ENSG00000189375.6","TBC1D28"
"16359","ENSG00000189376.7","C8orf76"
"16360","ENSG00000189377.4","CXCL17"
"16361","ENSG00000189401.2","OTUD6A"
"16362","ENSG00000189403.10","HMGB1"
"16363","ENSG00000189409.8","MMP23B"
"16364","ENSG00000189410.7","SH2D5"
"16365","ENSG00000189420.7","ZFP92"
"16366","ENSG00000189430.8","NCR1"
"16367","ENSG00000189433.5","GJB4"
"16368","ENSG00000196071.3","OR2L13"
"16369","ENSG00000196072.7","BLOC1S2"
"16370","ENSG00000196074.8","SYCP2"
"16371","ENSG00000196081.5","ZNF724P"
"16372","ENSG00000196083.5","IL1RAP"
"16373","ENSG00000196090.8","PTPRT"
"16374","ENSG00000196091.8","MYBPC1"
"16375","ENSG00000196092.8","PAX5"
"16376","ENSG00000196098.2","OR5K4"
"16377","ENSG00000196099.4","OR6M1"
"16378","ENSG00000196104.6","SPOCK3"
"16379","ENSG00000196109.6","ZNF676"
"16380","ENSG00000196110.3","ZNF699"
"16381","ENSG00000196116.6","TDRD7"
"16382","ENSG00000196118.7","C16orf93"
"16383","ENSG00000196119.5","OR8A1"
"16384","ENSG00000196123.8","KIAA0895L"
"16385","ENSG00000196126.6","HLA-DRB1"
"16386","ENSG00000196131.6","VN1R2"
"16387","ENSG00000196132.7","MYT1"
"16388","ENSG00000196136.12","SERPINA3"
"16389","ENSG00000196139.7","AKR1C3"
"16390","ENSG00000196141.8","SPATS2L"
"16391","ENSG00000196150.9","ZNF250"
"16392","ENSG00000196151.6","WDSUB1"
"16393","ENSG00000196152.6","ZNF79"
"16394","ENSG00000196154.7","S100A4"
"16395","ENSG00000196155.8","PLEKHG4"
"16396","ENSG00000196156.3","KRTAP4-3"
"16397","ENSG00000196159.7","FAT4"
"16398","ENSG00000196166.3","C8orf86"
"16399","ENSG00000196167.5","COLCA1"
"16400","ENSG00000196169.10","KIF19"
"16401","ENSG00000196171.2","OR6K2"
"16402","ENSG00000196172.8","ZNF681"
"16403","ENSG00000196176.7","HIST1H4A"
"16404","ENSG00000196177.8","ACADSB"
"16405","ENSG00000196182.6","STK40"
"16406","ENSG00000196184.7","OR10J1"
"16407","ENSG00000196187.7","TMEM63A"
"16408","ENSG00000196188.6","CTSE"
"16409","ENSG00000196189.8","SEMA4A"
"16410","ENSG00000196196.2","HRCT1"
"16411","ENSG00000196199.9","MPHOSPH8"
"16412","ENSG00000196208.9","GREB1"
"16413","ENSG00000196209.8","SIRPB2"
"16414","ENSG00000196214.6","ZNF766"
"16415","ENSG00000196218.7","RYR1"
"16416","ENSG00000196220.11","SRGAP3"
"16417","ENSG00000196224.7","KRTAP5-3"
"16418","ENSG00000196226.2","HIST1H2BB"
"16419","ENSG00000196227.6","FAM217B"
"16420","ENSG00000196228.2","SULT1C3"
"16421","ENSG00000196230.8","TUBB"
"16422","ENSG00000196233.7","LCOR"
"16423","ENSG00000196235.9","SUPT5H"
"16424","ENSG00000196236.8","XPNPEP3"
"16425","ENSG00000196240.2","OR2T2"
"16426","ENSG00000196242.6","OR2C3"
"16427","ENSG00000196247.7","ZNF107"
"16428","ENSG00000196248.4","OR10S1"
"16429","ENSG00000196260.3","SFTA2"
"16430","ENSG00000196262.9","PPIA"
"16431","ENSG00000196263.3","ZNF471"
"16432","ENSG00000196266.4","OR10J3"
"16433","ENSG00000196267.8","ZNF836"
"16434","ENSG00000196268.7","ZNF493"
"16435","ENSG00000196275.9","GTF2IRD2"
"16436","ENSG00000196277.11","GRM7"
"16437","ENSG00000196284.9","SUPT3H"
"16438","ENSG00000196290.10","NIF3L1"
"16439","ENSG00000196296.9","ATP2A1"
"16440","ENSG00000196305.13","IARS"
"16441","ENSG00000196312.7","HIATL2"
"16442","ENSG00000196313.7","POM121"
"16443","ENSG00000196323.7","ZBTB44"
"16444","ENSG00000196326.6","AKR1CL1"
"16445","ENSG00000196329.6","GIMAP5"
"16446","ENSG00000196331.5","HIST1H2BO"
"16447","ENSG00000196335.8","STK31"
"16448","ENSG00000196337.6","CGB7"
"16449","ENSG00000196338.8","NLGN3"
"16450","ENSG00000196341.2","OR8D1"
"16451","ENSG00000196344.7","ADH7"
"16452","ENSG00000196345.8","ZKSCAN7"
"16453","ENSG00000196350.7","ZNF729"
"16454","ENSG00000196352.9","CD55"
"16455","ENSG00000196353.7","CPNE4"
"16456","ENSG00000196355.2","AC021860.1"
"16457","ENSG00000196357.7","ZNF565"
"16458","ENSG00000196358.6","NTNG2"
"16459","ENSG00000196361.5","ELAVL3"
"16460","ENSG00000196363.5","WDR5"
"16461","ENSG00000196365.7","LONP1"
"16462","ENSG00000196366.1","C9orf163"
"16463","ENSG00000196367.8","TRRAP"
"16464","ENSG00000196368.4","NUDT11"
"16465","ENSG00000196371.2","FUT4"
"16466","ENSG00000196372.8","ASB13"
"16467","ENSG00000196374.5","HIST1H2BM"
"16468","ENSG00000196376.6","SLC35F1"
"16469","ENSG00000196378.7","ZNF34"
"16470","ENSG00000196381.6","ZNF781"
"16471","ENSG00000196387.5","ZNF140"
"16472","ENSG00000196388.4","INCA1"
"16473","ENSG00000196391.6","ZNF774"
"16474","ENSG00000196396.5","PTPN1"
"16475","ENSG00000196400.3","BX255923.1"
"16476","ENSG00000196405.8","EVL"
"16477","ENSG00000196406.4","SPANXD"
"16478","ENSG00000196407.7","THEM5"
"16479","ENSG00000196408.7","NOXO1"
"16480","ENSG00000196409.7","ZNF658"
"16481","ENSG00000196411.5","EPHB4"
"16482","ENSG00000196415.5","PRTN3"
"16483","ENSG00000196417.8","ZNF765"
"16484","ENSG00000196418.8","ZNF124"
"16485","ENSG00000196419.8","XRCC6"
"16486","ENSG00000196420.3","S100A5"
"16487","ENSG00000196422.6","PPP1R26"
"16488","ENSG00000196427.9","NBPF4"
"16489","ENSG00000196428.8","TSC22D2"
"16490","ENSG00000196431.3","CRYBA4"
"16491","ENSG00000196433.7","ASMT"
"16492","ENSG00000196436.7","NPIPB15"
"16493","ENSG00000196437.6","ZNF569"
"16494","ENSG00000196440.7","ARMCX4"
"16495","ENSG00000196449.3","YRDC"
"16496","ENSG00000196453.7","ZNF777"
"16497","ENSG00000196455.3","PIK3R4"
"16498","ENSG00000196456.4","ZNF775"
"16499","ENSG00000196458.6","ZNF605"
"16500","ENSG00000196459.9","TRAPPC2"
"16501","ENSG00000196460.8","RFX8"
"16502","ENSG00000196465.6","MYL6B"
"16503","ENSG00000196466.6","ZNF799"
"16504","ENSG00000196468.5","FGF16"
"16505","ENSG00000196470.7","SIAH1"
"16506","ENSG00000196475.4","GK2"
"16507","ENSG00000196476.7","C20orf96"
"16508","ENSG00000196482.12","ESRRG"
"16509","ENSG00000196497.11","IPO4"
"16510","ENSG00000196498.9","NCOR2"
"16511","ENSG00000196502.7","SULT1A1"
"16512","ENSG00000196503.2","ARL9"
"16513","ENSG00000196504.11","PRPF40A"
"16514","ENSG00000196505.6","GDAP2"
"16515","ENSG00000196507.6","TCEAL3"
"16516","ENSG00000196510.8","ANAPC7"
"16517","ENSG00000196511.9","TPK1"
"16518","ENSG00000196517.7","SLC6A9"
"16519","ENSG00000196526.6","AFAP1"
"16520","ENSG00000196531.6","NACA"
"16521","ENSG00000196532.4","HIST1H3C"
"16522","ENSG00000196533.6","C1orf186"
"16523","ENSG00000196535.10","MYO18A"
"16524","ENSG00000196539.2","OR2T3"
"16525","ENSG00000196542.4","SPTSSB"
"16526","ENSG00000196544.6","C17orf59"
"16527","ENSG00000196547.10","MAN2A2"
"16528","ENSG00000196549.6","MME"
"16529","ENSG00000196550.6","FAM72A"
"16530","ENSG00000196557.6","CACNA1H"
"16531","ENSG00000196562.10","SULF2"
"16532","ENSG00000196565.8","HBG2"
"16533","ENSG00000196569.7","LAMA2"
"16534","ENSG00000196570.2","PFN3"
"16535","ENSG00000196576.10","PLXNB2"
"16536","ENSG00000196578.4","OR5AC2"
"16537","ENSG00000196581.6","AJAP1"
"16538","ENSG00000196584.2","XRCC2"
"16539","ENSG00000196586.9","MYO6"
"16540","ENSG00000196588.10","MKL1"
"16541","ENSG00000196591.7","HDAC2"
"16542","ENSG00000196597.7","ZNF782"
"16543","ENSG00000196600.8","SLC22A25"
"16544","ENSG00000196604.7","POTEF"
"16545","ENSG00000196605.3","ZNF846"
"16546","ENSG00000196611.4","MMP1"
"16547","ENSG00000196616.8","ADH1B"
"16548","ENSG00000196620.4","UGT2B15"
"16549","ENSG00000196622.6","RIMBP3"
"16550","ENSG00000196628.9","TCF4"
"16551","ENSG00000196632.6","WNK3"
"16552","ENSG00000196636.7","ACN9"
"16553","ENSG00000196639.6","HRH1"
"16554","ENSG00000196642.11","RABL6"
"16555","ENSG00000196644.8","GPR89C"
"16556","ENSG00000196646.7","ZNF136"
"16557","ENSG00000196648.6","GOLGA6L9"
"16558","ENSG00000196652.7","ZKSCAN5"
"16559","ENSG00000196653.7","ZNF502"
"16560","ENSG00000196655.5","TRAPPC4"
"16561","ENSG00000196659.9","TTC30B"
"16562","ENSG00000196660.6","SLC30A10"
"16563","ENSG00000196661.3","OR8B3"
"16564","ENSG00000196663.11","TECPR2"
"16565","ENSG00000196664.4","TLR7"
"16566","ENSG00000196666.3","FAM180B"
"16567","ENSG00000196670.9","ZFP62"
"16568","ENSG00000196678.9","ERI2"
"16569","ENSG00000196683.6","TOMM7"
"16570","ENSG00000196684.8","HSH2D"
"16571","ENSG00000196689.6","TRPV1"
"16572","ENSG00000196693.10","ZNF33B"
"16573","ENSG00000196700.3","ZNF512B"
"16574","ENSG00000196704.7","AMZ2"
"16575","ENSG00000196705.4","ZNF431"
"16576","ENSG00000196711.4","FAM150A"
"16577","ENSG00000196712.12","NF1"
"16578","ENSG00000196715.5","VKORC1L1"
"16579","ENSG00000196724.8","ZNF418"
"16580","ENSG00000196730.8","DAPK1"
"16581","ENSG00000196734.6","LCE1B"
"16582","ENSG00000196735.7","HLA-DQA1"
"16583","ENSG00000196739.10","COL27A1"
"16584","ENSG00000196741.3","CXorf24"
"16585","ENSG00000196743.4","GM2A"
"16586","ENSG00000196747.3","HIST1H2AI"
"16587","ENSG00000196748.5","CLPSL2"
"16588","ENSG00000196754.6","S100A2"
"16589","ENSG00000196757.3","ZNF700"
"16590","ENSG00000196758.3","AC079612.1"
"16591","ENSG00000196767.4","POU3F4"
"16592","ENSG00000196772.3","OR14A16"
"16593","ENSG00000196774.3","ANKRD20A1"
"16594","ENSG00000196776.10","CD47"
"16595","ENSG00000196778.2","OR52K1"
"16596","ENSG00000196781.9","TLE1"
"16597","ENSG00000196782.8","MAML3"
"16598","ENSG00000196787.2","HIST1H2AG"
"16599","ENSG00000196792.7","STRN3"
"16600","ENSG00000196793.9","ZNF239"
"16601","ENSG00000196796.4","CTB-134H23.2"
"16602","ENSG00000196800.2","SPINK14"
"16603","ENSG00000196805.6","SPRR2B"
"16604","ENSG00000196811.7","CHRNG"
"16605","ENSG00000196812.4","ZSCAN16"
"16606","ENSG00000196814.10","MVB12B"
"16607","ENSG00000196821.5","C6orf106"
"16608","ENSG00000196832.3","OR11G2"
"16609","ENSG00000196834.7","POTEI"
"16610","ENSG00000196839.8","ADA"
"16611","ENSG00000196843.11","ARID5A"
"16612","ENSG00000196844.4","PATE2"
"16613","ENSG00000196850.4","PPTC7"
"16614","ENSG00000196859.3","KRT39"
"16615","ENSG00000196860.3","TOMM20L"
"16616","ENSG00000196862.8","RGPD4"
"16617","ENSG00000196865.4","NHLRC2"
"16618","ENSG00000196866.2","HIST1H2AD"
"16619","ENSG00000196867.3","ZFP28"
"16620","ENSG00000196872.6","KIAA1211L"
"16621","ENSG00000196873.11","CBWD3"
"16622","ENSG00000196876.9","SCN8A"
"16623","ENSG00000196878.8","LAMB3"
"16624","ENSG00000196890.3","HIST3H2BB"
"16625","ENSG00000196900.4","C5orf48"
"16626","ENSG00000196911.5","KPNA5"
"16627","ENSG00000196914.4","ARHGEF12"
"16628","ENSG00000196917.4","HCAR1"
"16629","ENSG00000196923.9","PDLIM7"
"16630","ENSG00000196924.10","FLNA"
"16631","ENSG00000196932.7","TMEM26"
"16632","ENSG00000196934.3","RIMBP3B"
"16633","ENSG00000196935.4","SRGAP1"
"16634","ENSG00000196936.3","OR2L8"
"16635","ENSG00000196937.6","FAM3C"
"16636","ENSG00000196943.8","NOP9"
"16637","ENSG00000196944.3","OR2T4"
"16638","ENSG00000196946.5","ZNF705A"
"16639","ENSG00000196950.9","SLC39A10"
"16640","ENSG00000196954.8","CASP4"
"16641","ENSG00000196961.8","AP2A1"
"16642","ENSG00000196963.2","PCDHB16"
"16643","ENSG00000196966.3","HIST1H3E"
"16644","ENSG00000196967.6","ZNF585A"
"16645","ENSG00000196968.6","FUT11"
"16646","ENSG00000196975.10","ANXA4"
"16647","ENSG00000196976.5","LAGE3"
"16648","ENSG00000196979.1","AL360004.1"
"16649","ENSG00000196981.2","WDR5B"
