"","V1","V2"
"671","ENSG00000050030.9","KIAA2022"
"672","ENSG00000050130.13","JKAMP"
"673","ENSG00000050165.13","DKK3"
"674","ENSG00000050327.10","ARHGEF5"
"675","ENSG00000050344.8","NFE2L3"
"676","ENSG00000050393.7","MCUR1"
"677","ENSG00000050405.9","LIMA1"
"678","ENSG00000050426.11","LETMD1"
"679","ENSG00000050438.12","SLC4A8"
"680","ENSG00000050555.13","LAMC3"
"681","ENSG00000050628.16","PTGER3"
"682","ENSG00000050730.11","TNIP3"
"683","ENSG00000050748.13","MAPK9"
"684","ENSG00000050767.11","COL23A1"
"685","ENSG00000050820.12","BCAR1"
"686","ENSG00000051009.6","FAM160A2"
"687","ENSG00000051108.10","HERPUD1"
"688","ENSG00000051128.14","HOMER3"
"689","ENSG00000051180.12","RAD51"
"690","ENSG00000051341.9","POLQ"
"691","ENSG00000051382.4","PIK3CB"
"692","ENSG00000051523.6","CYBA"
"693","ENSG00000051596.5","THOC3"
"694","ENSG00000051620.6","HEBP2"
"695","ENSG00000051825.10","MPHOSPH9"
"696","ENSG00000052126.10","PLEKHA5"
"697","ENSG00000052344.11","PRSS8"
"698","ENSG00000052723.7","SIKE1"
"699","ENSG00000052749.9","RRP12"
"700","ENSG00000052795.8","FNIP2"
"701","ENSG00000052802.8","MSMO1"
"702","ENSG00000052841.10","TTC17"
"703","ENSG00000052850.5","ALX4"
"704","ENSG00000053108.12","FSTL4"
"705","ENSG00000053254.11","FOXN3"
"706","ENSG00000053328.8","METTL24"
"707","ENSG00000053371.8","AKR7A2"
"708","ENSG00000053372.4","MRTO4"
"709","ENSG00000053438.7","NNAT"
"710","ENSG00000053501.8","USE1"
"711","ENSG00000053524.7","MCF2L2"
"712","ENSG00000053702.10","NRIP2"
"713","ENSG00000053747.11","LAMA3"
"714","ENSG00000053770.7","AP5M1"
"715","ENSG00000053900.6","ANAPC4"
"716","ENSG00000053918.11","KCNQ1"
"717","ENSG00000054116.7","TRAPPC3"
"718","ENSG00000054118.9","THRAP3"
"719","ENSG00000054148.13","PHPT1"
"720","ENSG00000054179.7","ENTPD2"
"721","ENSG00000054219.9","LY75"
"722","ENSG00000054267.16","ARID4B"
"723","ENSG00000054277.8","OPN3"
"724","ENSG00000054282.11","SDCCAG8"
"725","ENSG00000054356.9","PTPRN"
"726","ENSG00000054392.8","HHAT"
"727","ENSG00000054523.12","KIF1B"
"728","ENSG00000054598.5","FOXC1"
"729","ENSG00000054611.9","TBC1D22A"
"730","ENSG00000054654.11","SYNE2"
"731","ENSG00000054690.9","PLEKHH1"
"732","ENSG00000054793.9","ATP9A"
"733","ENSG00000054796.8","SPO11"
"734","ENSG00000054803.3","CBLN4"
"735","ENSG00000054938.11","CHRDL2"
"736","ENSG00000054965.6","FAM168A"
"737","ENSG00000054967.8","RELT"
"738","ENSG00000054983.12","GALC"
"739","ENSG00000055044.6","NOP58"
"740","ENSG00000055070.12","SZRD1"
"741","ENSG00000055118.10","KCNH2"
"742","ENSG00000055130.11","CUL1"
"743","ENSG00000055147.13","FAM114A2"
"744","ENSG00000055163.14","CYFIP2"
"745","ENSG00000055208.13","TAB2"
"746","ENSG00000055211.8","GINM1"
"747","ENSG00000055332.12","EIF2AK2"
"748","ENSG00000055483.15","USP36"
"749","ENSG00000055609.13","KMT2C"
"750","ENSG00000055732.8","MCOLN3"
"751","ENSG00000055813.5","CCDC85A"
"752","ENSG00000055917.11","PUM2"
"753","ENSG00000055950.12","MRPL43"
"754","ENSG00000055955.11","ITIH4"
"755","ENSG00000055957.6","ITIH1"
"756","ENSG00000056050.6","C4orf27"
"757","ENSG00000056097.11","ZFR"
"758","ENSG00000056277.11","ZNF280C"
"759","ENSG00000056291.13","NPFFR2"
"760","ENSG00000056487.11","PHF21B"
"761","ENSG00000056558.6","TRAF1"
"762","ENSG00000056586.11","RC3H2"
"763","ENSG00000056661.9","PCGF2"
"764","ENSG00000056736.5","IL17RB"
"765","ENSG00000056972.14","TRAF3IP2"
"766","ENSG00000056998.14","GYG2"
"767","ENSG00000057019.11","DCBLD2"
"768","ENSG00000057149.10","SERPINB3"
"769","ENSG00000057252.8","SOAT1"
"770","ENSG00000057294.9","PKP2"
"771","ENSG00000057468.6","MSH4"
"772","ENSG00000057593.9","F7"
"773","ENSG00000057608.12","GDI2"
"774","ENSG00000057657.10","PRDM1"
"775","ENSG00000057663.8","ATG5"
"776","ENSG00000057704.6","TMCC3"
"777","ENSG00000057757.5","PITHD1"
"778","ENSG00000057935.9","MTA3"
"779","ENSG00000058056.4","USP13"
"780","ENSG00000058063.11","ATP11B"
"781","ENSG00000058085.10","LAMC2"
"782","ENSG00000058091.12","CDK14"
"783","ENSG00000058262.5","SEC61A1"
"784","ENSG00000058272.11","PPP1R12A"
"785","ENSG00000058335.11","RASGRF1"
"786","ENSG00000058404.15","CAMK2B"
"787","ENSG00000058453.12","CROCC"
"788","ENSG00000058600.11","POLR3E"
"789","ENSG00000058668.10","ATP2B4"
"790","ENSG00000058673.11","ZC3H11A"
"791","ENSG00000058729.6","RIOK2"
"792","ENSG00000058799.9","YIPF1"
"793","ENSG00000058804.10","NDC1"
"794","ENSG00000058866.10","DGKG"
"795","ENSG00000059122.12","FLYWCH1"
"796","ENSG00000059145.14","UNKL"
"797","ENSG00000059377.11","TBXAS1"
"798","ENSG00000059378.8","PARP12"
"799","ENSG00000059573.4","ALDH18A1"
"800","ENSG00000059588.5","TARBP1"
"801","ENSG00000059691.7","PET112"
"802","ENSG00000059728.6","MXD1"
"803","ENSG00000059758.3","CDK17"
"804","ENSG00000059769.15","DNAJC25"
"805","ENSG00000059804.11","SLC2A3"
"806","ENSG00000059915.12","PSD"
"807","ENSG00000060069.12","CTDP1"
"808","ENSG00000060138.8","YBX3"
"809","ENSG00000060140.4","STYK1"
"810","ENSG00000060237.12","WNK1"
"811","ENSG00000060339.9","CCAR1"
"812","ENSG00000060491.12","OGFR"
"813","ENSG00000060558.3","GNA15"
"814","ENSG00000060566.9","CREB3L3"
"815","ENSG00000060642.6","PIGV"
"816","ENSG00000060656.15","PTPRU"
"817","ENSG00000060688.8","SNRNP40"
"818","ENSG00000060709.9","RIMBP2"
"819","ENSG00000060718.14","COL11A1"
"820","ENSG00000060749.10","QSER1"
"821","ENSG00000060762.14","MPC1"
"822","ENSG00000060971.13","ACAA1"
"823","ENSG00000060982.10","BCAT1"
"824","ENSG00000061273.13","HDAC7"
"825","ENSG00000061337.11","LZTS1"
"826","ENSG00000061455.10","PRDM6"
"827","ENSG00000061492.7","WNT8A"
"828","ENSG00000061656.5","SPAG4"
"829","ENSG00000061676.10","NCKAP1"
"830","ENSG00000061794.8","MRPS35"
"831","ENSG00000061918.8","GUCY1B3"
"832","ENSG00000061936.5","SFSWAP"
"833","ENSG00000061938.12","TNK2"
"834","ENSG00000061987.10","MON2"
"835","ENSG00000062038.9","CDH3"
"836","ENSG00000062096.10","ARSF"
"837","ENSG00000062194.11","GPBP1"
"838","ENSG00000062282.10","DGAT2"
"839","ENSG00000062370.12","ZNF112"
"840","ENSG00000062485.14","CS"
"841","ENSG00000062524.11","LTK"
"842","ENSG00000062582.9","MRPS24"
"843","ENSG00000062598.13","ELMO2"
"844","ENSG00000062650.13","WAPAL"
"845","ENSG00000062716.6","VMP1"
"846","ENSG00000062725.5","APPBP2"
"847","ENSG00000062822.8","POLD1"
"848","ENSG00000063015.15","SEZ6"
"849","ENSG00000063046.13","EIF4B"
"850","ENSG00000063127.11","SLC6A16"
"851","ENSG00000063169.6","GLTSCR1"
"852","ENSG00000063176.11","SPHK2"
"853","ENSG00000063177.8","RPL18"
"854","ENSG00000063180.4","CA11"
"855","ENSG00000063241.3","ISOC2"
"856","ENSG00000063244.8","U2AF2"
"857","ENSG00000063245.10","EPN1"
"858","ENSG00000063322.9","MED29"
"859","ENSG00000063438.12","AHRR"
"860","ENSG00000063515.2","GSC2"
"861","ENSG00000063587.12","ZNF275"
"862","ENSG00000063601.12","MTMR1"
"863","ENSG00000063660.4","GPC1"
"864","ENSG00000063761.11","ADCK1"
"865","ENSG00000063854.8","HAGH"
"866","ENSG00000063978.11","RNF4"
"867","ENSG00000064012.17","CASP8"
"868","ENSG00000064042.13","LIMCH1"
"869","ENSG00000064102.10","ASUN"
"870","ENSG00000064115.6","TM7SF3"
"871","ENSG00000064195.7","DLX3"
"872","ENSG00000064199.2","SPA17"
"873","ENSG00000064201.11","TSPAN32"
"874","ENSG00000064205.6","WISP2"
"875","ENSG00000064218.4","DMRT3"
"876","ENSG00000064225.8","ST3GAL6"
"877","ENSG00000064270.8","ATP2C2"
"878","ENSG00000064300.4","NGFR"
"879","ENSG00000064309.10","CDON"
"880","ENSG00000064313.7","TAF2"
"881","ENSG00000064393.11","HIPK2"
"882","ENSG00000064419.9","TNPO3"
"883","ENSG00000064490.9","RFXANK"
"884","ENSG00000064545.10","TMEM161A"
"885","ENSG00000064547.9","LPAR2"
"886","ENSG00000064601.12","CTSA"
"887","ENSG00000064607.12","SUGP2"
"888","ENSG00000064651.9","SLC12A2"
"889","ENSG00000064652.6","SNX24"
"890","ENSG00000064655.14","EYA2"
"891","ENSG00000064666.10","CNN2"
"892","ENSG00000064687.8","ABCA7"
"893","ENSG00000064692.14","SNCAIP"
"894","ENSG00000064703.7","DDX20"
"895","ENSG00000064726.5","BTBD1"
"896","ENSG00000064763.6","FAR2"
"897","ENSG00000064787.8","BCAS1"
"898","ENSG00000064835.6","POU1F1"
"899","ENSG00000064886.9","CHI3L2"
"900","ENSG00000064932.11","SBNO2"
"901","ENSG00000064933.12","PMS1"
"902","ENSG00000064961.14","HMG20B"
"903","ENSG00000064989.8","CALCRL"
"904","ENSG00000064995.12","TAF11"
"905","ENSG00000064999.12","ANKS1A"
"906","ENSG00000065000.11","AP3D1"
"907","ENSG00000065029.10","ZNF76"
"908","ENSG00000065054.9","SLC9A3R2"
"909","ENSG00000065057.3","NTHL1"
"910","ENSG00000065060.12","UHRF1BP1"
"911","ENSG00000065135.7","GNAI3"
"912","ENSG00000065150.14","IPO5"
"913","ENSG00000065154.7","OAT"
"914","ENSG00000065183.11","WDR3"
"915","ENSG00000065243.14","PKN2"
"916","ENSG00000065268.6","WDR18"
"917","ENSG00000065308.4","TRAM2"
"918","ENSG00000065320.4","NTN1"
"919","ENSG00000065325.8","GLP2R"
"920","ENSG00000065328.12","MCM10"
"921","ENSG00000065357.15","DGKA"
"922","ENSG00000065361.10","ERBB3"
"923","ENSG00000065371.13","ROPN1"
"924","ENSG00000065413.12","ANKRD44"
"925","ENSG00000065427.10","KARS"
"926","ENSG00000065457.6","ADAT1"
"927","ENSG00000065485.13","PDIA5"
"928","ENSG00000065491.8","TBC1D22B"
"929","ENSG00000065518.7","NDUFB4"
"930","ENSG00000065526.6","SPEN"
"931","ENSG00000065534.14","MYLK"
"932","ENSG00000065548.13","ZC3H15"
"933","ENSG00000065559.10","MAP2K4"
"934","ENSG00000065600.8","TMEM206"
"935","ENSG00000065609.10","SNAP91"
"936","ENSG00000065613.9","SLK"
"937","ENSG00000065615.9","CYB5R4"
"938","ENSG00000065618.12","COL17A1"
"939","ENSG00000065621.10","GSTO2"
"940","ENSG00000065665.16","SEC61A2"
"941","ENSG00000065675.10","PRKCQ"
"942","ENSG00000065717.10","TLE2"
"943","ENSG00000065802.7","ASB1"
"944","ENSG00000065809.9","FAM107B"
"945","ENSG00000065833.7","ME1"
"946","ENSG00000065882.11","TBC1D1"
"947","ENSG00000065883.10","CDK13"
"948","ENSG00000065911.7","MTHFD2"
"949","ENSG00000065923.5","SLC9A7"
"950","ENSG00000065970.4","FOXJ2"
"951","ENSG00000065978.13","YBX1"
"952","ENSG00000065989.11","PDE4A"
"953","ENSG00000066027.7","PPP2R5A"
"954","ENSG00000066032.14","CTNNA2"
"955","ENSG00000066044.9","ELAVL1"
"956","ENSG00000066056.9","TIE1"
"957","ENSG00000066084.8","DIP2B"
"958","ENSG00000066117.10","SMARCD1"
"959","ENSG00000066135.8","KDM4A"
"960","ENSG00000066136.15","NFYC"
"961","ENSG00000066185.8","ZMYND12"
"962","ENSG00000066230.6","SLC9A3"
"963","ENSG00000066248.10","NGEF"
"964","ENSG00000066279.12","ASPM"
"965","ENSG00000066294.10","CD84"
"966","ENSG00000066322.8","ELOVL1"
"967","ENSG00000066336.7","SPI1"
"968","ENSG00000066379.10","ZNRD1"
"969","ENSG00000066382.12","MPPED2"
"970","ENSG00000066405.8","CLDN18"
"971","ENSG00000066422.4","ZBTB11"
"972","ENSG00000066427.17","ATXN3"
"973","ENSG00000066455.8","GOLGA5"
"974","ENSG00000066468.16","FGFR2"
"975","ENSG00000066557.5","LRRC40"
"976","ENSG00000066583.7","ISOC1"
"977","ENSG00000066629.12","EML1"
"978","ENSG00000066651.13","TRMT11"
"979","ENSG00000066654.8","THUMPD1"
"980","ENSG00000066697.10","MSANTD3"
"981","ENSG00000066735.10","KIF26A"
"982","ENSG00000066739.7","ATG2B"
"983","ENSG00000066777.4","ARFGEF1"
"984","ENSG00000066813.10","ACSM2B"
"985","ENSG00000066827.11","ZFAT"
"986","ENSG00000066855.11","MTFR1"
"987","ENSG00000066923.13","STAG3"
"988","ENSG00000066926.6","FECH"
"989","ENSG00000066933.11","MYO9A"
"990","ENSG00000067048.12","DDX3Y"
"991","ENSG00000067057.12","PFKP"
"992","ENSG00000067064.6","IDI1"
"993","ENSG00000067066.12","SP100"
"994","ENSG00000067082.10","KLF6"
"995","ENSG00000067113.12","PPAP2A"
"996","ENSG00000067141.12","NEO1"
"997","ENSG00000067167.3","TRAM1"
"998","ENSG00000067177.10","PHKA1"
"999","ENSG00000067182.3","TNFRSF1A"
"1000","ENSG00000067191.11","CACNB1"
"1001","ENSG00000067208.10","EVI5"
"1002","ENSG00000067221.9","STOML1"
"1003","ENSG00000067225.13","PKM"
"1004","ENSG00000067248.5","DHX29"
"1005","ENSG00000067334.9","DNTTIP2"
"1006","ENSG00000067365.10","METTL22"
"1007","ENSG00000067369.9","TP53BP1"
"1008","ENSG00000067445.16","TRO"
"1009","ENSG00000067533.5","RRP15"
"1010","ENSG00000067560.6","RHOA"
"1011","ENSG00000067596.6","DHX8"
"1012","ENSG00000067606.11","PRKCZ"
"1013","ENSG00000067646.7","ZFY"
"1014","ENSG00000067704.8","IARS2"
"1015","ENSG00000067715.9","SYT1"
"1016","ENSG00000067798.9","NAV3"
"1017","ENSG00000067829.14","IDH3G"
"1018","ENSG00000067836.8","ROGDI"
"1019","ENSG00000067840.8","PDZD4"
"1020","ENSG00000067842.13","ATP2B3"
"1021","ENSG00000067900.6","ROCK1"
"1022","ENSG00000067955.9","CBFB"
"1023","ENSG00000067992.8","PDK3"
"1024","ENSG00000068001.9","HYAL2"
"1025","ENSG00000068024.12","HDAC4"
"1026","ENSG00000068028.13","RASSF1"
"1027","ENSG00000068078.13","FGFR3"
"1028","ENSG00000068079.3","IFI35"
"1029","ENSG00000068097.10","HEATR6"
"1030","ENSG00000068120.10","COASY"
"1031","ENSG00000068137.10","PLEKHH3"
"1032","ENSG00000068305.13","MEF2A"
"1033","ENSG00000068308.9","OTUD5"
"1034","ENSG00000068323.12","TFE3"
"1035","ENSG00000068354.11","TBC1D25"
"1036","ENSG00000068366.15","ACSL4"
"1037","ENSG00000068383.14","INPP5A"
"1038","ENSG00000068394.9","GPKOW"
"1039","ENSG00000068400.9","GRIPAP1"
"1040","ENSG00000068438.10","FTSJ1"
"1041","ENSG00000068489.8","PRR11"
"1042","ENSG00000068615.12","REEP1"
"1043","ENSG00000068650.14","ATP11A"
"1044","ENSG00000068654.11","POLR1A"
"1045","ENSG00000068697.6","LAPTM4A"
"1046","ENSG00000068724.11","TTC7A"
"1047","ENSG00000068745.10","IP6K2"
"1048","ENSG00000068781.16","STON1-GTF2A1L"
"1049","ENSG00000068784.8","SRBD1"
"1050","ENSG00000068793.13","CYFIP1"
"1051","ENSG00000068796.12","KIF2A"
"1052","ENSG00000068831.14","RASGRP2"
"1053","ENSG00000068878.10","PSME4"
"1054","ENSG00000068885.10","IFT80"
"1055","ENSG00000068903.15","SIRT2"
"1056","ENSG00000068912.9","ERLEC1"
"1057","ENSG00000068971.9","PPP2R5B"
"1058","ENSG00000068976.9","PYGM"
"1059","ENSG00000068985.4","PAGE1"
"1060","ENSG00000069011.11","PITX1"
"1061","ENSG00000069018.13","TRPC7"
"1062","ENSG00000069020.14","MAST4"
"1063","ENSG00000069122.14","GPR116"
"1064","ENSG00000069188.12","SDK2"
"1065","ENSG00000069206.11","ADAM7"
"1066","ENSG00000069248.9","NUP133"
"1067","ENSG00000069275.12","NUCKS1"
"1068","ENSG00000069329.11","VPS35"
"1069","ENSG00000069345.7","DNAJA2"
"1070","ENSG00000069399.8","BCL3"
"1071","ENSG00000069424.10","KCNAB2"
"1072","ENSG00000069431.6","ABCC9"
"1073","ENSG00000069482.6","GAL"
"1074","ENSG00000069493.10","CLEC2D"
"1075","ENSG00000069509.5","FUNDC1"
"1076","ENSG00000069535.12","MAOB"
"1077","ENSG00000069667.11","RORA"
"1078","ENSG00000069696.6","DRD4"
"1079","ENSG00000069702.6","TGFBR3"
"1080","ENSG00000069712.9","KIAA1107"
"1081","ENSG00000069764.5","PLA2G10"
"1082","ENSG00000069812.7","HES2"
"1083","ENSG00000069849.6","ATP1B3"
"1084","ENSG00000069869.11","NEDD4"
"1085","ENSG00000069943.5","PIGB"
"1086","ENSG00000069956.7","MAPK6"
"1087","ENSG00000069966.14","GNB5"
"1088","ENSG00000069974.11","RAB27A"
"1089","ENSG00000069998.8","CECR5"
"1090","ENSG00000070010.14","UFD1L"
"1091","ENSG00000070018.4","LRP6"
"1092","ENSG00000070019.3","GUCY2C"
"1093","ENSG00000070031.3","SCT"
"1094","ENSG00000070047.7","PHRF1"
"1095","ENSG00000070061.10","IKBKAP"
"1096","ENSG00000070081.11","NUCB2"
"1097","ENSG00000070087.9","PFN2"
"1098","ENSG00000070159.9","PTPN3"
"1099","ENSG00000070182.13","SPTB"
"1100","ENSG00000070190.8","DAPP1"
"1101","ENSG00000070193.4","FGF10"
"1102","ENSG00000070214.11","SLC44A1"
"1103","ENSG00000070269.9","TMEM260"
"1104","ENSG00000070366.9","SMG6"
"1105","ENSG00000070367.11","EXOC5"
"1106","ENSG00000070371.11","CLTCL1"
"1107","ENSG00000070388.7","FGF22"
"1108","ENSG00000070404.5","FSTL3"
"1109","ENSG00000070413.14","DGCR2"
"1110","ENSG00000070423.13","RNF126"
"1111","ENSG00000070444.10","MNT"
"1112","ENSG00000070476.10","ZXDC"
"1113","ENSG00000070495.10","JMJD6"
"1114","ENSG00000070501.7","POLB"
"1115","ENSG00000070526.10","ST6GALNAC1"
"1116","ENSG00000070540.8","WIPI1"
"1117","ENSG00000070601.5","FRMPD1"
"1118","ENSG00000070610.10","GBA2"
"1119","ENSG00000070614.10","NDST1"
"1120","ENSG00000070669.12","ASNS"
"1121","ENSG00000070718.7","AP3M2"
"1122","ENSG00000070729.9","CNGB1"
"1123","ENSG00000070731.5","ST6GALNAC2"
"1124","ENSG00000070748.13","CHAT"
"1125","ENSG00000070756.9","PABPC1"
"1126","ENSG00000070759.12","TESK2"
"1127","ENSG00000070761.3","C16orf80"
"1128","ENSG00000070770.4","CSNK2A2"
"1129","ENSG00000070778.8","PTPN21"
"1130","ENSG00000070785.12","EIF2B3"
"1131","ENSG00000070808.11","CAMK2A"
"1132","ENSG00000070814.13","TCOF1"
"1133","ENSG00000070831.11","CDC42"
"1134","ENSG00000070882.8","OSBPL3"
"1135","ENSG00000070886.6","EPHA8"
"1136","ENSG00000070915.5","SLC12A3"
"1137","ENSG00000070950.5","RAD18"
"1138","ENSG00000070961.10","ATP2B1"
"1139","ENSG00000070985.9","TRPM5"
"1140","ENSG00000071051.9","NCK2"
"1141","ENSG00000071054.11","MAP4K4"
"1142","ENSG00000071073.8","MGAT4A"
"1143","ENSG00000071082.6","RPL31"
"1144","ENSG00000071127.12","WDR1"
"1145","ENSG00000071189.17","SNX13"
"1146","ENSG00000071203.5","MS4A12"
"1147","ENSG00000071205.7","ARHGAP10"
"1148","ENSG00000071242.7","RPS6KA2"
"1149","ENSG00000071243.11","ING3"
"1150","ENSG00000071246.6","VASH1"
"1151","ENSG00000071282.7","LMCD1"
"1152","ENSG00000071462.7","WBSCR22"
"1153","ENSG00000071537.9","SEL1L"
"1154","ENSG00000071539.9","TRIP13"
"1155","ENSG00000071553.12","ATP6AP1"
"1156","ENSG00000071564.10","TCF3"
"1157","ENSG00000071575.7","TRIB2"
"1158","ENSG00000071626.12","DAZAP1"
"1159","ENSG00000071655.13","MBD3"
"1160","ENSG00000071677.1","PRLH"
"1161","ENSG00000071794.11","HLTF"
"1162","ENSG00000071859.10","FAM50A"
"1163","ENSG00000071889.12","FAM3A"
"1164","ENSG00000071894.10","CPSF1"
"1165","ENSG00000071909.14","MYO3B"
"1166","ENSG00000071967.7","CYBRD1"
"1167","ENSG00000071991.4","CDH19"
"1168","ENSG00000071994.6","PDCD2"
"1169","ENSG00000072041.12","SLC6A15"
"1170","ENSG00000072042.8","RDH11"
"1171","ENSG00000072062.9","PRKACA"
"1172","ENSG00000072071.12","LPHN1"
"1173","ENSG00000072080.6","SPP2"
"1174","ENSG00000072110.9","ACTN1"
"1175","ENSG00000072121.11","ZFYVE26"
"1176","ENSG00000072133.6","RPS6KA6"
"1177","ENSG00000072134.11","EPN2"
"1178","ENSG00000072135.8","PTPN18"
"1179","ENSG00000072163.14","LIMS2"
"1180","ENSG00000072182.8","ASIC4"
"1181","ENSG00000072195.10","SPEG"
"1182","ENSG00000072201.9","LNX1"
"1183","ENSG00000072210.14","ALDH3A2"
"1184","ENSG00000072274.8","TFRC"
"1185","ENSG00000072310.12","SREBF1"
"1186","ENSG00000072315.3","TRPC5"
"1187","ENSG00000072364.8","AFF4"
"1188","ENSG00000072401.10","UBE2D1"
"1189","ENSG00000072415.4","MPP5"
"1190","ENSG00000072422.12","RHOBTB1"
"1191","ENSG00000072444.10","ASAH2C"
"1192","ENSG00000072501.13","SMC1A"
"1193","ENSG00000072506.8","HSD17B10"
"1194","ENSG00000072518.16","MARK2"
"1195","ENSG00000072571.15","HMMR"
"1196","ENSG00000072609.13","CHFR"
"1197","ENSG00000072657.4","TRHDE"
"1198","ENSG00000072682.14","P4HA2"
"1199","ENSG00000072694.14","FCGR2B"
"1200","ENSG00000072736.14","NFATC3"
"1201","ENSG00000072756.12","TRNT1"
"1202","ENSG00000072778.15","ACADVL"
"1203","ENSG00000072786.8","STK10"
"1204","ENSG00000072803.13","FBXW11"
"1205","ENSG00000072818.7","ACAP1"
"1206","ENSG00000072832.10","CRMP1"
"1207","ENSG00000072840.8","EVC"
"1208","ENSG00000072849.6","DERL2"
"1209","ENSG00000072858.6","SIDT1"
"1210","ENSG00000072864.8","NDE1"
"1211","ENSG00000072952.14","MRVI1"
"1212","ENSG00000072954.2","TMEM38A"
"1213","ENSG00000072958.4","AP1M1"
"1214","ENSG00000073008.10","PVR"
"1215","ENSG00000073009.8","IKBKG"
"1216","ENSG00000073050.7","XRCC1"
"1217","ENSG00000073060.11","SCARB1"
"1218","ENSG00000073067.9","CYP2W1"
"1219","ENSG00000073111.9","MCM2"
"1220","ENSG00000073146.11","MOV10L1"
"1221","ENSG00000073150.9","PANX2"
"1222","ENSG00000073169.9","SELO"
"1223","ENSG00000073282.8","TP63"
"1224","ENSG00000073331.13","ALPK1"
"1225","ENSG00000073350.9","LLGL2"
"1226","ENSG00000073417.10","PDE8A"
"1227","ENSG00000073464.7","CLCN4"
"1228","ENSG00000073536.13","NLE1"
"1229","ENSG00000073578.12","SDHA"
"1230","ENSG00000073584.14","SMARCE1"
"1231","ENSG00000073598.5","FNDC8"
"1232","ENSG00000073605.14","GSDMB"
"1233","ENSG00000073614.7","KDM5A"
"1234","ENSG00000073670.9","ADAM11"
"1235","ENSG00000073711.6","PPP2R3A"
"1236","ENSG00000073712.9","FERMT2"
"1237","ENSG00000073734.8","ABCB11"
"1238","ENSG00000073737.12","DHRS9"
"1239","ENSG00000073754.5","CD5L"
"1240","ENSG00000073756.7","PTGS2"
"1241","ENSG00000073792.11","IGF2BP2"
"1242","ENSG00000073803.9","MAP3K13"
"1243","ENSG00000073849.10","ST6GAL1"
"1244","ENSG00000073861.2","TBX21"
"1245","ENSG00000073910.15","FRY"
"1246","ENSG00000073921.13","PICALM"
"1247","ENSG00000073969.14","NSF"
"1248","ENSG00000074047.16","GLI2"
"1249","ENSG00000074054.13","CLASP1"
"1250","ENSG00000074071.9","MRPS34"
"1251","ENSG00000074181.4","NOTCH3"
"1252","ENSG00000074201.4","CLNS1A"
"1253","ENSG00000074211.9","PPP2R2C"
"1254","ENSG00000074219.9","TEAD2"
"1255","ENSG00000074266.13","EED"
"1256","ENSG00000074276.6","CDHR2"
"1257","ENSG00000074317.6","SNCB"
"1258","ENSG00000074319.8","TSG101"
"1259","ENSG00000074356.12","C17orf85"
"1260","ENSG00000074370.13","ATP2A3"
"1261","ENSG00000074410.9","CA12"
"1262","ENSG00000074416.9","MGLL"
"1263","ENSG00000074527.7","NTN4"
"1264","ENSG00000074582.8","BCS1L"
"1265","ENSG00000074590.9","NUAK1"
"1266","ENSG00000074603.14","DPP8"
"1267","ENSG00000074621.9","SLC24A1"
"1268","ENSG00000074657.9","ZNF532"
"1269","ENSG00000074660.11","SCARF1"
"1270","ENSG00000074695.5","LMAN1"
"1271","ENSG00000074696.8","PTPLAD1"
"1272","ENSG00000074706.9","IPCEF1"
"1273","ENSG00000074755.10","ZZEF1"
"1274","ENSG00000074771.3","NOX3"
"1275","ENSG00000074800.9","ENO1"
"1276","ENSG00000074803.13","SLC12A1"
"1277","ENSG00000074842.3","C19orf10"
"1278","ENSG00000074855.6","ANO8"
"1279","ENSG00000074935.9","TUBE1"
"1280","ENSG00000074964.12","ARHGEF10L"
"1281","ENSG00000074966.6","TXK"
"1282","ENSG00000075035.5","WSCD2"
"1283","ENSG00000075043.13","KCNQ2"
"1284","ENSG00000075073.10","TACR2"
"1285","ENSG00000075089.5","ACTR6"
"1286","ENSG00000075131.5","TIPIN"
"1287","ENSG00000075142.9","SRI"
"1288","ENSG00000075151.15","EIF4G3"
"1289","ENSG00000075188.4","NUP37"
"1290","ENSG00000075213.6","SEMA3A"
